,City,Colors Reported,Shape Reported,State,Time,Date,Location
15056,Phoenix,,LIGHT,AZ,19:40,1999-11-09,"Phoenix, AZ"
15057,Burgaw,ORANGE BLUE,LIGHT,NC,20:00,1999-11-09,"Burgaw, NC"
15058,Dahlonega,RED GREEN,FIREBALL,GA,20:25,1999-11-09,"Dahlonega, GA"
15059,Mandaree,,CIRCLE,ND,20:30,1999-11-09,"Mandaree, ND"
15060,Atlanta,,LIGHT,GA,20:50,1999-11-09,"Atlanta, GA"
15061,Altoona,,TRIANGLE,PA,21:00,1999-11-09,"Altoona, PA"
15062,El Dorado,RED,LIGHT,KS,22:49,1999-11-09,"El Dorado, KS"
15063,St. Louis,,,MO,00:01,1999-11-10,"St. Louis, MO"
15064,Los Angeles,,OTHER,CA,02:00,1999-11-10,"Los Angeles, CA"
15065,Chicago,,,IL,02:30,1999-11-10,"Chicago, IL"
15066,Fair Oaks,,FIREBALL,CA,05:12,1999-11-10,"Fair Oaks, CA"
15067,Henderson,,LIGHT,KY,10:35,1999-11-10,"Henderson, KY"
15068,House Springs,,LIGHT,MO,18:10,1999-11-10,"House Springs, MO"
15069,Flagstaff,,OTHER,AZ,19:00,1999-11-10,"Flagstaff, AZ"
15070,Valatie,,TRIANGLE,NY,20:00,1999-11-10,"Valatie, NY"
15071,Florence,,FIREBALL,SC,20:15,1999-11-10,"Florence, SC"
15072,Atlanta,,,GA,23:00,1999-11-10,"Atlanta, GA"
15073,Meridian Navel Air Station,RED,FORMATION,MS,02:00,1999-11-11,"Meridian Navel Air Station, MS"
15074,El Centro,,CIGAR,CA,16:20,1999-11-11,"El Centro, CA"
15075,Fallbrook,ORANGE,SPHERE,CA,16:50,1999-11-11,"Fallbrook, CA"
15076,Keasbey {Woodbridge},,CIGAR,NJ,16:50,1999-11-11,"Keasbey {Woodbridge}, NJ"
15077,Pflugerville,,LIGHT,TX,19:42,1999-11-11,"Pflugerville, TX"
15078,Bensalem,RED,LIGHT,PA,20:20,1999-11-11,"Bensalem, PA"
15079,Wauwatosa,,CIGAR,WI,23:05,1999-11-11,"Wauwatosa, WI"
15080,Burbank,,OTHER,CA,01:03,1999-11-12,"Burbank, CA"
15081,Denver,,RECTANGLE,CO,19:00,1999-11-12,"Denver, CO"
15082,Wyandotte,,OTHER,MI,19:00,1999-11-12,"Wyandotte, MI"
15083,Gray,,TRIANGLE,TN,20:30,1999-11-12,"Gray, TN"
15084,Jackson,,SPHERE,MS,23:45,1999-11-12,"Jackson, MS"
15085,Los Angeles,,LIGHT,CA,02:30,1999-11-13,"Los Angeles, CA"
15086,Moorehead,,FLASH,KY,04:30,1999-11-13,"Moorehead, KY"
15087,Morristown,,,AZ,06:35,1999-11-13,"Morristown, AZ"
15088,Midlothian,RED,DISK,IL,17:30,1999-11-13,"Midlothian, IL"
15089,Boulder,,FORMATION,CO,21:00,1999-11-13,"Boulder, CO"
15090,Corbett,,FLASH,OR,21:00,1999-11-13,"Corbett, OR"
15091,El Dorado Hills,,LIGHT,CA,22:00,1999-11-13,"El Dorado Hills, CA"
15092,Sprague,BLUE,OTHER,WA,00:45,1999-11-14,"Sprague, WA"
15093,Asheville,,OTHER,NC,02:00,1999-11-14,"Asheville, NC"
15094,Bolivar,RED,LIGHT,TN,02:06,1999-11-14,"Bolivar, TN"
15095,Addison,,TRIANGLE,TX,03:30,1999-11-14,"Addison, TX"
15096,Stuart,,OVAL,FL,04:30,1999-11-14,"Stuart, FL"
15097,Arlington Heights,,CONE,IL,05:00,1999-11-14,"Arlington Heights, IL"
15098,Sunland,,,CA,15:00,1999-11-14,"Sunland, CA"
15099,Port Richey,,LIGHT,FL,18:05,1999-11-14,"Port Richey, FL"
15100,Cumby,,,TX,18:45,1999-11-14,"Cumby, TX"
15101,Grand Marsh,,CIRCLE,WI,19:00,1999-11-14,"Grand Marsh, WI"
15102,Geneva,RED,,IL,19:27,1999-11-14,"Geneva, IL"
15103,Haltom City,BLUE,VARIOUS,TX,21:30,1999-11-14,"Haltom City, TX"
15104,Port St. Lucie,ORANGE YELLOW,OVAL,FL,22:05,1999-11-14,"Port St. Lucie, FL"
15105,Yuma,,CIRCLE,AZ,05:50,1999-11-15,"Yuma, AZ"
15106,Minneapolis,,CYLINDER,MN,07:45,1999-11-15,"Minneapolis, MN"
15107,Murfreesboro,,SPHERE,TN,17:00,1999-11-15,"Murfreesboro, TN"
15108,Cedar Rapids,ORANGE GREEN,FIREBALL,IA,18:00,1999-11-15,"Cedar Rapids, IA"
15109,Yelm,,OTHER,WA,20:00,1999-11-15,"Yelm, WA"
15110,Ada,,LIGHT,MI,21:15,1999-11-15,"Ada, MI"
15111,"Rancho Cordova, just east",,LIGHT,CA,22:10,1999-11-15,"Rancho Cordova, just east, CA"
15112,Smithville,,CIRCLE,TN,22:15,1999-11-15,"Smithville, TN"
15113,Millwood,,FORMATION,KY,00:00,1999-11-16,"Millwood, KY"
15114,Griffith,,FLASH,IN,02:00,1999-11-16,"Griffith, IN"
15115,Tigard,,CHEVRON,OR,03:20,1999-11-16,"Tigard, OR"
15116,Dallas,GREEN,FLASH,TX,05:00,1999-11-16,"Dallas, TX"
15117,Diamond Bar,,DISK,CA,07:15,1999-11-16,"Diamond Bar, CA"
15118,Springfield,,CYLINDER,MO,14:00,1999-11-16,"Springfield, MO"
15119,Albany,ORANGE,FIREBALL,NY,16:00,1999-11-16,"Albany, NY"
15120,Burtons Bridge,,FIREBALL,IL,16:15,1999-11-16,"Burtons Bridge, IL"
15121,Lapeer,,CIGAR,MI,17:00,1999-11-16,"Lapeer, MI"
15122,Winona,,FIREBALL,MN,17:15,1999-11-16,"Winona, MN"
15123,Medina,BLUE,FIREBALL,OH,17:20,1999-11-16,"Medina, OH"
15124,Alpena,,,MI,17:30,1999-11-16,"Alpena, MI"
15125,Scottsdale,,TRIANGLE,AZ,17:30,1999-11-16,"Scottsdale, AZ"
15126,Chicago,,CIRCLE,IL,18:00,1999-11-16,"Chicago, IL"
15127,Chicago,,FIREBALL,IL,18:00,1999-11-16,"Chicago, IL"
15128,Fulton,,,MI,18:00,1999-11-16,"Fulton, MI"
15129,Kellogg,,CIRCLE,IA,18:00,1999-11-16,"Kellogg, IA"
15130,Lowell,,RECTANGLE,IN,18:00,1999-11-16,"Lowell, IN"
15131,Madison,,FIREBALL,WI,18:00,1999-11-16,"Madison, WI"
15132,Mequon,BLUE,FIREBALL,WI,18:00,1999-11-16,"Mequon, WI"
15133,Mexico,GREEN,TEARDROP,MO,18:00,1999-11-16,"Mexico, MO"
15134,Mt. Washington,,FIREBALL,KY,18:00,1999-11-16,"Mt. Washington, KY"
15135,Nashville,,FIREBALL,IN,18:00,1999-11-16,"Nashville, IN"
15136,Nashville,,FIREBALL,TN,18:00,1999-11-16,"Nashville, TN"
15137,Neenah,GREEN,DISK,WI,18:00,1999-11-16,"Neenah, WI"
15138,Normal,,FIREBALL,IL,18:00,1999-11-16,"Normal, IL"
15139,Owenton,,FORMATION,KY,18:00,1999-11-16,"Owenton, KY"
15140,Rural,RED GREEN,OVAL,MO,18:00,1999-11-16,"Rural, MO"
15141,St. Louis,,FIREBALL,MO,18:00,1999-11-16,"St. Louis, MO"
15142,Vandalia,,FIREBALL,OH,18:00,1999-11-16,"Vandalia, OH"
15143,West Lima,,FIREBALL,WI,18:02,1999-11-16,"West Lima, WI"
15144,Norwalk,BLUE,FIREBALL,IA,18:04,1999-11-16,"Norwalk, IA"
15145,Paddock Lake,,FIREBALL,WI,18:04,1999-11-16,"Paddock Lake, WI"
15146,Apple Valley,RED,CIRCLE,MN,18:05,1999-11-16,"Apple Valley, MN"
15147,Appleton,YELLOW,FIREBALL,WI,18:05,1999-11-16,"Appleton, WI"
15148,Aurora,,FIREBALL,IL,18:05,1999-11-16,"Aurora, IL"
15149,Barrington,GREEN BLUE,FORMATION,IL,18:05,1999-11-16,"Barrington, IL"
15150,Chicago,GREEN,FIREBALL,IL,18:05,1999-11-16,"Chicago, IL"
15151,Cookeville,,OVAL,TN,18:05,1999-11-16,"Cookeville, TN"
15152,Downers Grove,RED ORANGE GREEN,CHEVRON,IL,18:05,1999-11-16,"Downers Grove, IL"
15153,Durant,ORANGE GREEN BLUE,FIREBALL,IA,18:05,1999-11-16,"Durant, IA"
15154,Fairfield,,FIREBALL,IA,18:05,1999-11-16,"Fairfield, IA"
15155,Farmer City,,,IL,18:05,1999-11-16,"Farmer City, IL"
15156,Jamestown,GREEN,LIGHT,TN,18:05,1999-11-16,"Jamestown, TN"
15157,Jamestown,GREEN,LIGHT,TN,18:05,1999-11-16,"Jamestown, TN"
15158,Milwaukee,GREEN,FIREBALL,WI,18:05,1999-11-16,"Milwaukee, WI"
15159,Mundelein,GREEN,FIREBALL,IL,18:05,1999-11-16,"Mundelein, IL"
15160,Onalaska,YELLOW,TEARDROP,WI,18:05,1999-11-16,"Onalaska, WI"
15161,Racine,GREEN,FIREBALL,WI,18:05,1999-11-16,"Racine, WI"
15162,Shawano,ORANGE YELLOW,CIGAR,WI,18:05,1999-11-16,"Shawano, WI"
15163,St. Louis,,FIREBALL,MO,18:05,1999-11-16,"St. Louis, MO"
15164,St. Louis,,FIREBALL,MO,18:05,1999-11-16,"St. Louis, MO"
15165,St. Peters,ORANGE,FIREBALL,MO,18:05,1999-11-16,"St. Peters, MO"
15166,Onton,,FIREBALL,KY,18:06,1999-11-16,"Onton, KY"
15167,Woodstock,,FIREBALL,IL,18:06,1999-11-16,"Woodstock, IL"
15168,St.Charles,ORANGE YELLOW GREEN,CIRCLE,IL,18:07,1999-11-16,"St.Charles, IL"
15169,Hebron,,OTHER,IN,18:08,1999-11-16,"Hebron, IN"
15170,Elgin,,FIREBALL,IL,18:10,1999-11-16,"Elgin, IL"
15171,Sumner county,,FIREBALL,TN,18:10,1999-11-16,"Sumner county, TN"
15172,St. Louis,,LIGHT,MO,18:15,1999-11-16,"St. Louis, MO"
15173,Gallatin,,FIREBALL,TN,18:20,1999-11-16,"Gallatin, TN"
15174,Oakbrook,GREEN,FIREBALL,IL,18:20,1999-11-16,"Oakbrook, IL"
15175,Taylorville,,LIGHT,IL,18:20,1999-11-16,"Taylorville, IL"
15176,Grand Rapids,RED,LIGHT,MI,18:25,1999-11-16,"Grand Rapids, MI"
15177,State College,RED ORANGE,FIREBALL,PA,18:30,1999-11-16,"State College, PA"
15178,Sycamore,,FIREBALL,IL,18:30,1999-11-16,"Sycamore, IL"
15179,Elberfeld,,FIREBALL,IN,18:40,1999-11-16,"Elberfeld, IN"
15180,Houston,,LIGHT,TX,18:40,1999-11-16,"Houston, TX"
15181,Over southern Lake Erie,,VARIOUS,OH,18:45,1999-11-16,"Over southern Lake Erie, OH"
15182,Lake Havasu,,TRIANGLE,AZ,18:50,1999-11-16,"Lake Havasu, AZ"
15183,Ashland,,LIGHT,KY,18:55,1999-11-16,"Ashland, KY"
15184,Louisville,,LIGHT,KY,18:55,1999-11-16,"Louisville, KY"
15185,New York,,VARIOUS,NY,18:55,1999-11-16,"New York, NY"
15186,Avilla,,FIREBALL,IN,19:00,1999-11-16,"Avilla, IN"
15187,Central Lake,GREEN,,MI,19:00,1999-11-16,"Central Lake, MI"
15188,Chicago,,TRIANGLE,IL,19:00,1999-11-16,"Chicago, IL"
15189,Chillicothe,,LIGHT,OH,19:00,1999-11-16,"Chillicothe, OH"
15190,Cincinnati,RED YELLOW GREEN,FIREBALL,OH,19:00,1999-11-16,"Cincinnati, OH"
15191,Cleveland,,FIREBALL,WI,19:00,1999-11-16,"Cleveland, WI"
15192,Cleveland,,LIGHT,OH,19:00,1999-11-16,"Cleveland, OH"
15193,Columbus,,FIREBALL,OH,19:00,1999-11-16,"Columbus, OH"
15194,Columbus,,OTHER,MI,19:00,1999-11-16,"Columbus, MI"
15195,Detroit,,,MI,19:00,1999-11-16,"Detroit, MI"
15196,East Lansing,,,MI,19:00,1999-11-16,"East Lansing, MI"
15197,Hadley,RED,FIREBALL,MI,19:00,1999-11-16,"Hadley, MI"
15198,Hilton,,FORMATION,NY,19:00,1999-11-16,"Hilton, NY"
15199,Kalamazoo,,FIREBALL,MI,19:00,1999-11-16,"Kalamazoo, MI"
15200,Louisville,,LIGHT,KY,19:00,1999-11-16,"Louisville, KY"
15201,Manitowoc Rapids,,FIREBALL,WI,19:00,1999-11-16,"Manitowoc Rapids, WI"
15202,Michigan City,,FORMATION,IN,19:00,1999-11-16,"Michigan City, IN"
15203,Middletown,GREEN,TRIANGLE,OH,19:00,1999-11-16,"Middletown, OH"
15204,Mount Vernon,,CIGAR,OH,19:00,1999-11-16,"Mount Vernon, OH"
15205,New Philidelphia,,FORMATION,OH,19:00,1999-11-16,"New Philidelphia, OH"
15206,North Royalton,,FIREBALL,OH,19:00,1999-11-16,"North Royalton, OH"
15207,Rockford,,FIREBALL,MI,19:00,1999-11-16,"Rockford, MI"
15208,South Lyon,,FIREBALL,MI,19:00,1999-11-16,"South Lyon, MI"
15209,Sterling Heights,,FIREBALL,MI,19:00,1999-11-16,"Sterling Heights, MI"
15210,Toledo,,FIREBALL,OH,19:00,1999-11-16,"Toledo, OH"
15211,Two Rivers,,FIREBALL,WI,19:00,1999-11-16,"Two Rivers, WI"
15212,Waterford,,FIREBALL,MI,19:00,1999-11-16,"Waterford, MI"
15213,Dayton,,,OH,19:02,1999-11-16,"Dayton, OH"
15214,Jackson,GREEN,SPHERE,OH,19:02,1999-11-16,"Jackson, OH"
15215,Westerville,ORANGE GREEN BLUE,FIREBALL,OH,19:02,1999-11-16,"Westerville, OH"
15216,Kewadin,,CIRCLE,MI,19:03,1999-11-16,"Kewadin, MI"
15217,Kewadin,,CIRCLE,MI,19:03,1999-11-16,"Kewadin, MI"
15218,New York City,,VARIOUS,NY,19:03,1999-11-16,"New York City, NY"
15219,Birch Run,,FORMATION,MI,19:04,1999-11-16,"Birch Run, MI"
15220,Fremont,,OTHER,OH,19:04,1999-11-16,"Fremont, OH"
15221,Jeffersonville,,FIREBALL,IN,19:04,1999-11-16,"Jeffersonville, IN"
15222,Lebanon,ORANGE,FIREBALL,OH,19:04,1999-11-16,"Lebanon, OH"
15223,Louisville,GREEN BLUE,VARIOUS,KY,19:04,1999-11-16,"Louisville, KY"
15224,Springfield,,FIREBALL,OH,19:04,1999-11-16,"Springfield, OH"
15225,West Chester,GREEN,FIREBALL,OH,19:04,1999-11-16,"West Chester, OH"
15226,Anna,,LIGHT,OH,19:05,1999-11-16,"Anna, OH"
15227,Baldwin,GREEN,FIREBALL,MI,19:05,1999-11-16,"Baldwin, MI"
15228,Cincinnati,,LIGHT,OH,19:05,1999-11-16,"Cincinnati, OH"
15229,Cleveland,,FIREBALL,OH,19:05,1999-11-16,"Cleveland, OH"
15230,Englewood Cliffs,,CIRCLE,NJ,19:05,1999-11-16,"Englewood Cliffs, NJ"
15231,Fairborn,,OTHER,OH,19:05,1999-11-16,"Fairborn, OH"
15232,Fort Wayne,GREEN,FIREBALL,IN,19:05,1999-11-16,"Fort Wayne, IN"
15233,Greenville,RED GREEN,CIGAR,IN,19:05,1999-11-16,"Greenville, IN"
15234,Hilliard,,FLASH,OH,19:05,1999-11-16,"Hilliard, OH"
15235,Howell,,FORMATION,MI,19:05,1999-11-16,"Howell, MI"
15236,Hudson,,OTHER,OH,19:05,1999-11-16,"Hudson, OH"
15237,Indianapolis,GREEN,LIGHT,IN,19:05,1999-11-16,"Indianapolis, IN"
15238,Kearneysville,,LIGHT,WV,19:05,1999-11-16,"Kearneysville, WV"
15239,Madison,,OTHER,IN,19:05,1999-11-16,"Madison, IN"
15240,Napoleon,,FIREBALL,OH,19:05,1999-11-16,"Napoleon, OH"
15241,Norwalk,,OTHER,OH,19:05,1999-11-16,"Norwalk, OH"
15242,Springfield,,FORMATION,OH,19:05,1999-11-16,"Springfield, OH"
15243,Terre Haute,,FIREBALL,IN,19:05,1999-11-16,"Terre Haute, IN"
15244,Whitmore Lake,,TEARDROP,MI,19:05,1999-11-16,"Whitmore Lake, MI"
15245,Parma,GREEN,CIRCLE,OH,19:06,1999-11-16,"Parma, OH"
15246,Sterling Heights,ORANGE YELLOW,FIREBALL,MI,19:06,1999-11-16,"Sterling Heights, MI"
15247,Mt. Weather,BLUE,FIREBALL,VA,19:07,1999-11-16,"Mt. Weather, VA"
15248,Shrewsbury,,CIRCLE,PA,19:07,1999-11-16,"Shrewsbury, PA"
15249,Dearborn Heights,,FIREBALL,MI,19:08,1999-11-16,"Dearborn Heights, MI"
15250,South Point,,FIREBALL,OH,19:08,1999-11-16,"South Point, OH"
15251,Vicksburg,ORANGE,FIREBALL,MI,19:08,1999-11-16,"Vicksburg, MI"
15252,St. Johns,,OTHER,MI,19:09,1999-11-16,"St. Johns, MI"
15253,Cleveland,,DISK,OH,19:10,1999-11-16,"Cleveland, OH"
15254,Columbus,,LIGHT,OH,19:10,1999-11-16,"Columbus, OH"
15255,Columbus Grove,,CIRCLE,OH,19:10,1999-11-16,"Columbus Grove, OH"
15256,Crestwood,,CIGAR,KY,19:10,1999-11-16,"Crestwood, KY"
15257,Detroit,,FORMATION,MI,19:10,1999-11-16,"Detroit, MI"
15258,Detroit,,FORMATION,MI,19:10,1999-11-16,"Detroit, MI"
15259,Holland,,FORMATION,OH,19:10,1999-11-16,"Holland, OH"
15260,Indianapolis,,FIREBALL,IN,19:10,1999-11-16,"Indianapolis, IN"
15261,Joppatowne,,LIGHT,MD,19:10,1999-11-16,"Joppatowne, MD"
15262,Louisville,,FIREBALL,KY,19:10,1999-11-16,"Louisville, KY"
15263,Mechanicsburg,,FORMATION,PA,19:10,1999-11-16,"Mechanicsburg, PA"
15264,Shelby Township,RED ORANGE,CIGAR,MI,19:10,1999-11-16,"Shelby Township, MI"
15265,St. Clair Shores,,FORMATION,MI,19:10,1999-11-16,"St. Clair Shores, MI"
15266,Strongsville,,FIREBALL,OH,19:10,1999-11-16,"Strongsville, OH"
15267,Hamilton,,FIREBALL,OH,19:12,1999-11-16,"Hamilton, OH"
15268,South Lyon,,FIREBALL,MI,19:12,1999-11-16,"South Lyon, MI"
15269,Chicago,RED,FIREBALL,IL,19:15,1999-11-16,"Chicago, IL"
15270,Cincinnati,GREEN,FIREBALL,OH,19:15,1999-11-16,"Cincinnati, OH"
15271,Cleveland,,EGG,OH,19:15,1999-11-16,"Cleveland, OH"
15272,Swartz Creek,,FORMATION,MI,19:15,1999-11-16,"Swartz Creek, MI"
15273,Urbana,RED YELLOW,FORMATION,OH,19:15,1999-11-16,"Urbana, OH"
15274,Kent County,,FIREBALL,MI,19:20,1999-11-16,"Kent County, MI"
15275,Columbus,,,OH,19:30,1999-11-16,"Columbus, OH"
15276,San Manuel,,TRIANGLE,AZ,19:30,1999-11-16,"San Manuel, AZ"
15277,West Virginia,,FIREBALL,WV,19:30,1999-11-16,"West Virginia, WV"
15278,Duncannon,,SPHERE,PA,19:35,1999-11-16,"Duncannon, PA"
15279,Lehighton,,LIGHT,PA,19:40,1999-11-16,"Lehighton, PA"
15280,Flint,,FORMATION,MI,20:00,1999-11-16,"Flint, MI"
15281,Harvey,,FORMATION,LA,20:00,1999-11-16,"Harvey, LA"
15282,Ocala,,TRIANGLE,FL,20:00,1999-11-16,"Ocala, FL"
15283,Fort Wayne,GREEN,FIREBALL,IN,20:30,1999-11-16,"Fort Wayne, IN"
15284,Kelseyville,,LIGHT,CA,20:35,1999-11-16,"Kelseyville, CA"
15285,Alameda,,CHEVRON,CA,20:50,1999-11-16,"Alameda, CA"
15286,Rochester Hills,,OTHER,MI,21:00,1999-11-16,"Rochester Hills, MI"
15287,Crystal Lake,,FIREBALL,IL,21:05,1999-11-16,"Crystal Lake, IL"
15288,Simpsonville,,FIREBALL,KY,21:30,1999-11-16,"Simpsonville, KY"
15289,Smithville,,TEARDROP,TN,22:15,1999-11-16,"Smithville, TN"
15290,North Las Vegas,GREEN,OTHER,NV,22:30,1999-11-16,"North Las Vegas, NV"
15291,Burlingame,,OTHER,CA,22:40,1999-11-16,"Burlingame, CA"
15292,Kayenta,,LIGHT,AZ,23:00,1999-11-16,"Kayenta, AZ"
15293,Rocky Mount,,LIGHT,NC,23:00,1999-11-16,"Rocky Mount, NC"
15294,Lafayette,,OTHER,CO,23:03,1999-11-16,"Lafayette, CO"
15295,Columbia,ORANGE,CHEVRON,MO,23:15,1999-11-16,"Columbia, MO"
15296,Woodbury,,RECTANGLE,MN,23:15,1999-11-16,"Woodbury, MN"
15297,Berks County,,LIGHT,PA,23:30,1999-11-16,"Berks County, PA"
15298,Oklahoma City,GREEN BLUE,EGG,OK,23:30,1999-11-16,"Oklahoma City, OK"
15299,Overland Park,,DIAMOND,KS,23:30,1999-11-16,"Overland Park, KS"
15300,Seattle,,OTHER,WA,00:00,1999-11-17,"Seattle, WA"
15301,Ringgold,RED ORANGE,CIRCLE,GA,00:30,1999-11-17,"Ringgold, GA"
15302,Lincoln City,,LIGHT,OR,02:00,1999-11-17,"Lincoln City, OR"
15303,San Rafael,ORANGE,TRIANGLE,CA,02:00,1999-11-17,"San Rafael, CA"
15304,Erie,,SPHERE,PA,02:35,1999-11-17,"Erie, PA"
15305,Sandusky,,SPHERE,OH,03:00,1999-11-17,"Sandusky, OH"
15306,Casa Grande,,LIGHT,AZ,05:05,1999-11-17,"Casa Grande, AZ"
15307,Fort Worth,,CYLINDER,TX,13:00,1999-11-17,"Fort Worth, TX"
15308,Raymond,,TRIANGLE,ME,14:30,1999-11-17,"Raymond, ME"
15309,Franklin,,,TN,16:30,1999-11-17,"Franklin, TN"
15310,Conway,,TEARDROP,SC,17:20,1999-11-17,"Conway, SC"
15311,Denver,,OTHER,CO,18:15,1999-11-17,"Denver, CO"
15312,Sumrall,,,MS,21:23,1999-11-17,"Sumrall, MS"
15313,Cliffside Park,,,NJ,22:00,1999-11-17,"Cliffside Park, NJ"
15314,Ashgrove,ORANGE,LIGHT,MO,22:15,1999-11-17,"Ashgrove, MO"
15315,Tucson,,TRIANGLE,AZ,23:30,1999-11-17,"Tucson, AZ"
15316,Sumrall,,,MS,00:18,1999-11-18,"Sumrall, MS"
15317,Braintree,,LIGHT,MA,00:25,1999-11-18,"Braintree, MA"
15318,Columbus,,TRIANGLE,OH,01:00,1999-11-18,"Columbus, OH"
15319,Houston,,TRIANGLE,TX,01:20,1999-11-18,"Houston, TX"
15320,Columbus,,TRIANGLE,OH,01:50,1999-11-18,"Columbus, OH"
15321,Carlsbad,,TRIANGLE,CA,02:18,1999-11-18,"Carlsbad, CA"
15322,Redding,,OTHER,CA,03:20,1999-11-18,"Redding, CA"
15323,Houston,,CIRCLE,TX,05:00,1999-11-18,"Houston, TX"
15324,Houston,BLUE,FORMATION,TX,05:00,1999-11-18,"Houston, TX"
15325,Lake Whitney  - 90 miles south,,LIGHT,TX,05:45,1999-11-18,"Lake Whitney  - 90 miles south, TX"
15326,Arcadia,,LIGHT,LA,18:00,1999-11-18,"Arcadia, LA"
15327,Cleveland,,DISK,GA,18:00,1999-11-18,"Cleveland, GA"
15328,Edison,,LIGHT,NJ,19:15,1999-11-18,"Edison, NJ"
15329,St. Petersburg,RED,LIGHT,FL,20:00,1999-11-18,"St. Petersburg, FL"
15330,San Diego,,LIGHT,CA,20:30,1999-11-18,"San Diego, CA"
15331,Denver,,OTHER,CO,21:10,1999-11-18,"Denver, CO"
15332,Ohio,,FORMATION,OH,02:15,1999-11-19,"Ohio, OH"
15333,Indio,,TRIANGLE,CA,03:00,1999-11-19,"Indio, CA"
15334,Sherman Oaks,,OTHER,CA,21:07,1999-11-19,"Sherman Oaks, CA"
15335,Andes,,CYLINDER,NY,22:00,1999-11-19,"Andes, NY"
15336,Anthony,,DISK,KS,02:00,1999-11-20,"Anthony, KS"
15337,Midlothian,BLUE,FIREBALL,VA,05:30,1999-11-20,"Midlothian, VA"
15338,Toledo,,FIREBALL,OH,14:00,1999-11-20,"Toledo, OH"
15339,West Carrollton,,DISK,OH,16:30,1999-11-20,"West Carrollton, OH"
15340,Austin,,FORMATION,TX,21:50,1999-11-20,"Austin, TX"
15341,Naples,,VARIOUS,FL,22:22,1999-11-20,"Naples, FL"
15342,Toms River,,OTHER,NJ,23:30,1999-11-20,"Toms River, NJ"
15343,Bellflower,,FIREBALL,CA,23:45,1999-11-20,"Bellflower, CA"
15344,Lima,,SPHERE,OH,01:30,1999-11-21,"Lima, OH"
15345,Rickman,,OTHER,TN,02:10,1999-11-21,"Rickman, TN"
15346,Norcross,,,GA,17:03,1999-11-21,"Norcross, GA"
15347,Auburn,,LIGHT,WA,18:10,1999-11-21,"Auburn, WA"
15348,Kalispell,,CIRCLE,MT,23:00,1999-11-22,"Kalispell, MT"
15349,Bradenton,,FIREBALL,FL,23:30,1999-11-22,"Bradenton, FL"
15350,Petaluma,,LIGHT,CA,02:00,1999-11-23,"Petaluma, CA"
15351,Half Moon Bay,,CHEVRON,CA,11:15,1999-11-23,"Half Moon Bay, CA"
15352,Barbourville,GREEN BLUE,VARIOUS,KY,16:45,1999-11-23,"Barbourville, KY"
15353,San Francisco,,DISK,CA,17:20,1999-11-23,"San Francisco, CA"
15354,Kent,RED,LIGHT,WA,18:00,1999-11-23,"Kent, WA"
15355,Belton,RED,OVAL,MO,18:10,1999-11-23,"Belton, MO"
15356,Pekin,,CIGAR,IN,18:15,1999-11-23,"Pekin, IN"
15357,Fresno,,DISK,CA,19:56,1999-11-23,"Fresno, CA"
15358,Central,,OTHER,OK,21:00,1999-11-23,"Central, OK"
15359,Casper,,SPHERE,WY,22:30,1999-11-23,"Casper, WY"
15360,Bullhead City,,SPHERE,AZ,23:55,1999-11-23,"Bullhead City, AZ"
15361,Anaheim,,FIREBALL,CA,10:00,1999-11-24,"Anaheim, CA"
15362,Brookfield,RED,LIGHT,MO,18:00,1999-11-24,"Brookfield, MO"
15363,Tri-Cities,,CIRCLE,WA,20:05,1999-11-24,"Tri-Cities, WA"
15364,Wilton,,VARIOUS,MO,20:15,1999-11-24,"Wilton, MO"
15365,Sacramento,,CHEVRON,CA,20:35,1999-11-24,"Sacramento, CA"
15366,Atlanta,,CIRCLE,GA,21:00,1999-11-24,"Atlanta, GA"
15367,Rocky Mount,YELLOW,CIGAR,NC,21:00,1999-11-24,"Rocky Mount, NC"
15368,Spokane,,CIRCLE,WA,15:00,1999-11-25,"Spokane, WA"
15369,Angleton,,LIGHT,TX,18:00,1999-11-25,"Angleton, TX"
15370,Wappingers Falls,,LIGHT,NY,21:00,1999-11-25,"Wappingers Falls, NY"
15371,Monrovia,RED,OTHER,CA,02:00,1999-11-26,"Monrovia, CA"
15372,Redondo Beach,,FORMATION,CA,17:50,1999-11-26,"Redondo Beach, CA"
15373,Redondo Beach,BLUE,FORMATION,CA,17:50,1999-11-26,"Redondo Beach, CA"
15374,Flagstaff,ORANGE,LIGHT,AZ,21:30,1999-11-26,"Flagstaff, AZ"
15375,Weldon,,CROSS,CA,04:30,1999-11-27,"Weldon, CA"
15376,Seward,ORANGE,CIRCLE,AK,11:00,1999-11-27,"Seward, AK"
15377,Urbana,,VARIOUS,IL,16:00,1999-11-27,"Urbana, IL"
15378,Colleyville,RED GREEN,LIGHT,TX,19:15,1999-11-27,"Colleyville, TX"
15379,Dover,,DISK,AR,19:30,1999-11-27,"Dover, AR"
15380,San Diego,,LIGHT,CA,20:00,1999-11-27,"San Diego, CA"
15381,Bardstown,,FIREBALL,KY,20:15,1999-11-27,"Bardstown, KY"
15382,Watkinsville,,VARIOUS,GA,21:00,1999-11-27,"Watkinsville, GA"
15383,Liberty,,CIRCLE,NY,21:23,1999-11-27,"Liberty, NY"
15384,Purchase,,CIRCLE,NY,21:30,1999-11-27,"Purchase, NY"
15385,Dallas,,TRIANGLE,PA,23:30,1999-11-27,"Dallas, PA"
